Name,Code,Barcode Symbology,Brand,Location,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Warehouse,Quantity,Custom Field 3,model,spec,color
C18 2.1A  White,C18,,,,charger,unit,1,,2.2,2.2,,,,,,,,1,,C18,2.1A,White
